schemaVersion,source.name,source.url,collectedAt,recordType,content.company,content.date,content.is_remote,content.role_family,content.title
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ki-group-gmbh/forward-deployed-product-strategist-koln-351356,2026-08-26T14:11:10.040225Z,JOB,Ki Group,2026-08-26T11:20:12Z,False,,Forward Deployed Product Strategist (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/peakpeak/senior-salesforce-developer-german-speaking-berlin-germany-407743,2026-08-26T14:11:10.041484Z,JOB,Peakpeak,2026-08-26T11:10:40Z,False,,Senior Salesforce Developer (m/f/d) German speaking
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/friendventure/senior-social-media-video-editor-berlin-38095,2026-08-26T14:11:10.042644Z,JOB,Friendventure,2026-08-26T11:10:34Z,False,,(Senior) Social Media & Video Editor (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/friendventure/senior-social-media-video-editor-koln-117,2026-08-26T14:11:10.043030Z,JOB,Friendventure,2026-08-26T11:10:34Z,False,,(Senior) Social Media & Video Editor (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/global-side-gmbh/tech-lead-softwareentwicklung-all-genders-munchen-249170,2026-08-26T14:11:10.044233Z,JOB,Global Side,2026-08-26T11:10:24Z,False,,Tech Lead Softwareentwicklung (all Genders)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/stabl-energy-gmbh/working-student-founders-associate-munchen-301811,2026-08-26T14:11:10.045469Z,JOB,Stabl Energy,2026-08-26T11:10:16Z,False,,Working Student - Founders Associate (m/f/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/stabl-energy-gmbh/senior-accountant-munchen-249947,2026-08-26T14:11:10.045905Z,JOB,Stabl Energy,2026-08-26T11:10:16Z,False,,Senior Accountant (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/lissi-gmbh/senior-sales-development-representative-bei-lissi-berlin-119238,2026-08-26T14:11:10.047025Z,JOB,Lissi,2026-08-26T11:10:12Z,False,,(Senior) Sales Development Representative bei Lissi (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/traide-ai/working-student-marketing-b2b-saas-startup-berlin-215776,2026-08-26T14:11:10.048259Z,JOB,Traide,2026-08-26T11:10:01Z,False,,Working Student Marketing (B2B SaaS Startup)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/traide-ai/senior-product-designer-b2b-saas-startup-berlin-235372,2026-08-26T14:11:10.048631Z,JOB,Traide,2026-08-26T11:10:01Z,False,,Senior Product Designer (B2B SaaS Startup)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/albert-schweitzer-stiftung/data-analystin-fundraising-berlin-83387,2026-08-26T14:11:10.050037Z,JOB,Albert Schweitzer Stiftung,2026-08-26T11:10:00Z,False,,Data Analyst:in Fundraising (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/revel8/growth-account-executive-dach-all-genders-munich-98325,2026-08-26T14:11:10.051206Z,JOB,Revel8,2026-08-26T11:09:55Z,False,,Growth Account Executive - DACH (all genders)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/revel8/account-executive-nordics-all-genders-munich-392580,2026-08-26T14:11:10.051577Z,JOB,Revel8,2026-08-26T11:09:55Z,False,,Account Executive - Nordics (all genders)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/apoprojekt/werkstudent-planung-all-genders-stuttgart-195675,2026-08-26T14:11:10.052967Z,JOB,Apoprojekt,2026-08-26T11:09:15Z,False,,Werkstudent Planung (all genders)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/apoprojekt/senior-ai-augmented-software-engineer-all-genders-hamburg-188515,2026-08-26T14:11:10.053444Z,JOB,Apoprojekt,2026-08-26T11:09:14Z,False,,(Senior) AI-Augmented Software Engineer (all genders)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/apoprojekt/senior-ai-azure-operations-administrator-all-genders-hamburg-111700,2026-08-26T14:11:10.053924Z,JOB,Apoprojekt,2026-08-26T11:09:14Z,False,,(Senior) AI & Azure Operations Administrator (all genders)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/asc-personalberatung-direktvermittlung/anlagentechniker-handwerksmeist-heizungs-und-klimatechnik-mit-perspektive-zum-technischen-leiter-horneburg-464928,2026-08-26T14:11:10.055270Z,JOB,Asc Personalberatung Direktvermittlung,2026-08-26T11:00:59Z,False,,Anlagentechniker/Handwerksmeist Heizungs- Und Klimatechnik (M/W/D) Mit Perspektive Zum Technischen Leiter
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ita-consulting-gmbh/technical-business-analyst-hamburg-8204,2026-08-26T14:11:10.056569Z,JOB,Ita Consulting,2026-08-26T11:00:52Z,False,,Technical Business Analyst (d/f/m)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/sidekick-network-gmbh-co-kg/wbv-manager-validation-lead-international-private-connect-freelance-remote-eu-bonn-177630,2026-08-26T14:11:10.057486Z,JOB,Sidekick,2026-08-26T11:00:46Z,True,,"WBV Manager / Validation Lead - International Private Connect (Freelance, Remote EU)"
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/santos-grills-gmbh/teamlead-controlling-cologne-192900,2026-08-26T14:11:10.058702Z,JOB,Santos Grills,2026-08-26T10:30:42Z,False,,Teamlead Controlling  (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ionos-se/system-administrator-defense-products-berlin-408079,2026-08-26T14:11:10.059872Z,JOB,Ionos Se,2026-08-26T10:30:42Z,False,,System Administrator (w/m/d) Defense Products
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ionos-se/linux-system-administrator-defense-products-karlsruhe-95844,2026-08-26T14:11:10.060222Z,JOB,Ionos Se,2026-08-26T10:30:41Z,False,,Linux System Administrator (w/m/d) - Defense Products
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ces-consulting-engineers-salzgitter-gmbh/team-leader-expert-on-communication-strategy-with-international-experience-braunschweig-371992,2026-08-26T14:11:10.061605Z,JOB,Ces Consulting Engineers Salzgitter,2026-08-26T10:00:58Z,False,,Team Leader - Expert on Communication Strategy with international experience
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/everii-group-gmbh/customer-support-manager-saas-frankfurt-am-main-295884,2026-08-26T14:11:10.062720Z,JOB,Everii Group,2026-08-26T10:00:57Z,False,,Customer Support Manager - SaaS (m/w/d) | Frankfurt am Main
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/livello-gmbh/marketing-allrounder-fur-unser-iot-startup-dusseldorf-44716,2026-08-26T14:11:10.063896Z,JOB,Livello,2026-08-26T10:00:50Z,False,,Marketing Allrounder (m/w/d) für unser IoT Startup
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/santos-grills-gmbh/mitarbeiter-kundenservice-cologne-53451,2026-08-26T14:11:10.064290Z,JOB,Santos Grills,2026-08-26T10:00:42Z,False,,Mitarbeiter Kundenservice (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/ab-jobs/backend-developer-ai-engineer-cologne-58190,2026-08-26T14:11:10.065560Z,JOB,Ab Jobs,2026-08-26T09:30:34Z,False,,Backend Developer / AI Engineer (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/wppmedia/senior-manager-strategy-innovation-video-mensch-hamburg-13440,2026-08-26T14:11:10.066709Z,JOB,Wppmedia,2026-08-26T09:15:38Z,False,,Senior Manager Strategy & Innovation Video (Mensch)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/celonis/associate-account-executive-top-talent-sales-program-lunar-munich-97371,2026-08-26T14:11:10.067846Z,JOB,Celonis,2026-08-26T09:15:18Z,False,,Associate Account Executive (Top Talent Sales Program - Lunar)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/affinidi/senior-product-manager-technical-berlin-110594,2026-08-26T14:11:10.069028Z,JOB,Affinidi,2026-08-26T09:15:13Z,False,,"Senior Product Manager, Technical (m/f/d)"
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/affinidi/senior-engineering-manager-berlin-337394,2026-08-26T14:11:10.069438Z,JOB,Affinidi,2026-08-26T09:15:13Z,False,,Senior Engineering Manager (m/f/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/affinidi/engineering-manager-berlin-159279,2026-08-26T14:11:10.069922Z,JOB,Affinidi,2026-08-26T09:15:13Z,False,,Engineering Manager (m/f/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/wolt/senior-manager-strategy-operations-1p-emea-berlin-48690,2026-08-26T14:11:10.071018Z,JOB,Wolt,2026-08-26T09:15:11Z,False,,"Senior Manager, Strategy & Operations, 1P EMEA"
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/wolt/product-manager-search-berlin-478261,2026-08-26T14:11:10.071432Z,JOB,Wolt,2026-08-26T09:15:11Z,False,,"Product Manager, Search"
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/adito-software-gmbh/software-developer-plattform-landshut-39235,2026-08-26T14:11:10.072669Z,JOB,Adito Software,2026-08-26T09:00:45Z,False,,Software Developer - Plattform (m/w/d)
1.0,Arbeitnow,https://www.arbeitnow.com/jobs/companies/xtp-ag/quantitative-trading-analyst-frankfurt-am-main-314442,2026-08-26T14:11:10.073899Z,JOB,Xtp Ag,2026-08-26T09:00:45Z,False,,Quantitative Trading Analyst (f/m/d)
1.0,Arbeitnow,https://www.arbeitnow.co.uk/jobs/companies/realchemistry/senior-medical-writer-35989,2026-08-26T14:11:10.074929Z,JOB,Realchemistry,2026-08-26T12:55:17Z,False,,Senior Medical Writer
1.0,Arbeitnow,https://www.arbeitnow.co.uk/jobs/companies/instil/principal-software-engineer-belfast-132945,2026-08-26T14:11:10.075950Z,JOB,Instil,2026-08-26T12:40:35Z,False,,Principal Software Engineer
1.0,Arbeitnow,https://www.arbeitnow.co.uk/jobs/companies/instil/senior-software-engineer-belfast-482953,2026-08-26T14:11:10.076281Z,JOB,Instil,2026-08-26T12:40:35Z,False,,Senior Software Engineer
1.0,Arbeitnow,https://www.arbeitnow.co.uk/jobs/companies/unity-advisory/security-operations-analyst-6-month-ftc-london-211305,2026-08-26T14:11:10.077420Z,JOB,Unity Advisory,2026-08-26T12:40:33Z,False,,Security Operations Analyst- 6 month FTC
1.0,Arbeitnow,https://www.arbeitnow.co.uk/jobs/companies/healf/paid-social-video-editor-freelance-contract-london-311900,2026-08-26T14:11:10.078435Z,JOB,Healf,2026-08-26T12:40:31Z,False,,Paid Social Video Editor - Freelance/Contract
