schemaVersion,source.name,source.url,collectedAt,recordType,content.entityName,content.data.employeeCount
1.0,Y Combinator,https://www.ycombinator.com/companies/huscarl,2026-08-26T14:11:08.847226Z,STARTUP,Huscarl,2
1.0,Y Combinator,https://www.ycombinator.com/companies/thomas,2026-08-26T14:11:08.848207Z,STARTUP,Thomas,2
1.0,Y Combinator,https://www.ycombinator.com/companies/cohesion,2026-08-26T14:11:08.849165Z,STARTUP,Cohesion,3
1.0,Y Combinator,https://www.ycombinator.com/companies/maquoketa-research,2026-08-26T14:11:08.850139Z,STARTUP,Maquoketa Research,5
1.0,Y Combinator,https://www.ycombinator.com/companies/intelligence-factory,2026-08-26T14:11:08.851231Z,STARTUP,Intelligence Factory,5
1.0,Y Combinator,https://www.ycombinator.com/companies/amorphic-labs,2026-08-26T14:11:08.852216Z,STARTUP,Amorphic,2
1.0,Y Combinator,https://www.ycombinator.com/companies/rekursivai,2026-08-26T14:11:08.853226Z,STARTUP,Rekursiv,2
1.0,Y Combinator,https://www.ycombinator.com/companies/clawvisor,2026-08-26T14:11:08.854186Z,STARTUP,Clawvisor,1
1.0,Y Combinator,https://www.ycombinator.com/companies/framewise-health,2026-08-26T14:11:08.855178Z,STARTUP,Framewise Health,2
1.0,Y Combinator,https://www.ycombinator.com/companies/arctic-health,2026-08-26T14:11:08.856196Z,STARTUP,Arctic Health,4
1.0,Y Combinator,https://www.ycombinator.com/companies/playablai,2026-08-26T14:11:08.857225Z,STARTUP,Playabl,10
1.0,Y Combinator,https://www.ycombinator.com/companies/enjamb-labs,2026-08-26T14:11:08.858330Z,STARTUP,Enjamb,2
1.0,Y Combinator,https://www.ycombinator.com/companies/hyper-4,2026-08-26T14:11:08.859301Z,STARTUP,Hyper,2
1.0,Y Combinator,https://www.ycombinator.com/companies/insforge,2026-08-26T14:11:08.860339Z,STARTUP,Insforge,6
1.0,Y Combinator,https://www.ycombinator.com/companies/reasonblocks,2026-08-26T14:11:08.861370Z,STARTUP,Reasonblocks,2
1.0,Y Combinator,https://www.ycombinator.com/companies/modern,2026-08-26T14:11:08.862038Z,STARTUP,Modern Fertility,2
1.0,Y Combinator,https://www.ycombinator.com/companies/panacea,2026-08-26T14:11:08.863121Z,STARTUP,Panacea,2
1.0,Y Combinator,https://www.ycombinator.com/companies/centralcoms,2026-08-26T14:11:08.864093Z,STARTUP,Centralcoms,2
1.0,Y Combinator,https://www.ycombinator.com/companies/kugelaudio,2026-08-26T14:11:08.865057Z,STARTUP,Kugelaudio,4
1.0,Y Combinator,https://www.ycombinator.com/companies/klaimee,2026-08-26T14:11:08.866097Z,STARTUP,Klaimee,2
1.0,Y Combinator,https://www.ycombinator.com/companies/flowscope,2026-08-26T14:11:08.867090Z,STARTUP,Flowscope,2
1.0,Y Combinator,https://www.ycombinator.com/companies/trident,2026-08-26T14:11:08.868060Z,STARTUP,Trident,4
1.0,Y Combinator,https://www.ycombinator.com/companies/gigacatalyst,2026-08-26T14:11:08.869021Z,STARTUP,Gigacatalyst,3
1.0,Y Combinator,https://www.ycombinator.com/companies/arlo-industries,2026-08-26T14:11:08.870097Z,STARTUP,Arlo Industries,3
1.0,Y Combinator,https://www.ycombinator.com/companies/astraea,2026-08-26T14:11:08.871189Z,STARTUP,Astraea,2
1.0,Y Combinator,https://www.ycombinator.com/companies/lattice-health,2026-08-26T14:11:08.871976Z,STARTUP,Lattice,1
1.0,Y Combinator,https://www.ycombinator.com/companies/atlas-discovery,2026-08-26T14:11:08.873170Z,STARTUP,Atlas Discovery,3
1.0,Y Combinator,https://www.ycombinator.com/companies/manicule,2026-08-26T14:11:08.874137Z,STARTUP,Manicule,5
1.0,Y Combinator,https://www.ycombinator.com/companies/avea-robotics,2026-08-26T14:11:08.875244Z,STARTUP,Avea Robotics,2
1.0,Y Combinator,https://www.ycombinator.com/companies/mochatrade,2026-08-26T14:11:08.876358Z,STARTUP,Mochatrade,3
1.0,Y Combinator,https://www.ycombinator.com/companies/asendia-ai,2026-08-26T14:11:08.877583Z,STARTUP,Asendia,3
1.0,Y Combinator,https://www.ycombinator.com/companies/revnu,2026-08-26T14:11:08.878698Z,STARTUP,Revnu,2
1.0,Y Combinator,https://www.ycombinator.com/companies/uno-wallet,2026-08-26T14:11:08.879744Z,STARTUP,Uno Wallet,2
1.0,Y Combinator,https://www.ycombinator.com/companies/arden,2026-08-26T14:11:08.880833Z,STARTUP,Arden,2
1.0,Y Combinator,https://www.ycombinator.com/companies/agentphone,2026-08-26T14:11:08.881874Z,STARTUP,Agentphone,2
1.0,Y Combinator,https://www.ycombinator.com/companies/gravy,2026-08-26T14:11:08.882919Z,STARTUP,Gravy,2
1.0,Y Combinator,https://www.ycombinator.com/companies/kinect,2026-08-26T14:11:08.883993Z,STARTUP,Kinect,2
1.0,Y Combinator,https://www.ycombinator.com/companies/runtime,2026-08-26T14:11:08.885142Z,STARTUP,Runtime,3
1.0,Y Combinator,https://www.ycombinator.com/companies/youart,2026-08-26T14:11:08.886302Z,STARTUP,Youart,3
1.0,Y Combinator,https://www.ycombinator.com/companies/expanse,2026-08-26T14:11:08.887435Z,STARTUP,Expanse,4
1.0,Y Combinator,https://www.ycombinator.com/companies/characterquilt,2026-08-26T14:11:08.888393Z,STARTUP,Characterquilt,4
1.0,Y Combinator,https://www.ycombinator.com/companies/pentagon,2026-08-26T14:11:08.889344Z,STARTUP,Pentagon,1
1.0,Y Combinator,https://www.ycombinator.com/companies/arzana,2026-08-26T14:11:08.890323Z,STARTUP,Arzana,6
1.0,Y Combinator,https://www.ycombinator.com/companies/auxos,2026-08-26T14:11:08.891303Z,STARTUP,Auxos,3
1.0,Y Combinator,https://www.ycombinator.com/companies/projectx,2026-08-26T14:11:08.892238Z,STARTUP,Projectx,8
1.0,Y Combinator,https://www.ycombinator.com/companies/tolmo,2026-08-26T14:11:08.893252Z,STARTUP,Tolmo,12
1.0,Y Combinator,https://www.ycombinator.com/companies/openwork,2026-08-26T14:11:08.894424Z,STARTUP,Openwork,4
1.0,Y Combinator,https://www.ycombinator.com/companies/apollo-atomics-inc,2026-08-26T14:11:08.895273Z,STARTUP,Apollo,
1.0,Y Combinator,https://www.ycombinator.com/companies/general-aviation,2026-08-26T14:11:08.896636Z,STARTUP,General Aviation,0
1.0,Y Combinator,https://www.ycombinator.com/companies/openprose,2026-08-26T14:11:08.897669Z,STARTUP,Openprose,3
1.0,Y Combinator,https://www.ycombinator.com/companies/asterlab,2026-08-26T14:11:08.898694Z,STARTUP,Aster,2
1.0,Y Combinator,https://www.ycombinator.com/companies/amboras,2026-08-26T14:11:08.899710Z,STARTUP,Amboras,3
1.0,Y Combinator,https://www.ycombinator.com/companies/hessian,2026-08-26T14:11:08.900696Z,STARTUP,Hessian,3
1.0,Y Combinator,https://www.ycombinator.com/companies/mentlio,2026-08-26T14:11:08.901728Z,STARTUP,Mentlio,0
1.0,Y Combinator,https://www.ycombinator.com/companies/raspire,2026-08-26T14:11:08.902746Z,STARTUP,Raspire,3
1.0,Y Combinator,https://www.ycombinator.com/companies/plena-health,2026-08-26T14:11:08.903852Z,STARTUP,Plena Health,
1.0,Y Combinator,https://www.ycombinator.com/companies/testerarmy,2026-08-26T14:11:08.905131Z,STARTUP,Testerarmy,4
1.0,Y Combinator,https://www.ycombinator.com/companies/eden-robotics,2026-08-26T14:11:08.906431Z,STARTUP,Eden Robotics,4
1.0,Y Combinator,https://www.ycombinator.com/companies/foaster,2026-08-26T14:11:08.907647Z,STARTUP,Foaster,2
1.0,Y Combinator,https://www.ycombinator.com/companies/aquashield,2026-08-26T14:11:08.909002Z,STARTUP,Aquashield,3
1.0,Y Combinator,https://www.ycombinator.com/companies/ornadyne,2026-08-26T14:11:08.910318Z,STARTUP,Ornadyne,4
1.0,Y Combinator,https://www.ycombinator.com/companies/anoria,2026-08-26T14:11:08.911456Z,STARTUP,Anoria,5
1.0,Y Combinator,https://www.ycombinator.com/companies/abinitio-bio,2026-08-26T14:11:08.912710Z,STARTUP,Abinitio Bio,2
1.0,Y Combinator,https://www.ycombinator.com/companies/memory-store,2026-08-26T14:11:08.913967Z,STARTUP,Memory Store,4
1.0,Y Combinator,https://www.ycombinator.com/companies/saudara-ai,2026-08-26T14:11:08.915154Z,STARTUP,Saudara,2
1.0,Y Combinator,https://www.ycombinator.com/companies/pops,2026-08-26T14:11:08.916241Z,STARTUP,Pops,1
1.0,Y Combinator,https://www.ycombinator.com/companies/silmaril,2026-08-26T14:11:08.917270Z,STARTUP,Silmaril,2
1.0,Y Combinator,https://www.ycombinator.com/companies/biostack-platforms,2026-08-26T14:11:08.918444Z,STARTUP,Biostack Platforms,4
1.0,Y Combinator,https://www.ycombinator.com/companies/ardent,2026-08-26T14:11:08.919564Z,STARTUP,Arden,3
1.0,Y Combinator,https://www.ycombinator.com/companies/kuli,2026-08-26T14:11:08.921098Z,STARTUP,Kuli,1
1.0,Y Combinator,https://www.ycombinator.com/companies/wato,2026-08-26T14:11:08.922054Z,STARTUP,Wato,2
1.0,Y Combinator,https://www.ycombinator.com/companies/tasklet-2,2026-08-26T14:11:08.923112Z,STARTUP,Tasklet,8
1.0,Y Combinator,https://www.ycombinator.com/companies/chronicle-labs,2026-08-26T14:11:08.924221Z,STARTUP,Chronicle,2
1.0,Y Combinator,https://www.ycombinator.com/companies/walter,2026-08-26T14:11:08.925319Z,STARTUP,Walter,0
1.0,Y Combinator,https://www.ycombinator.com/companies/aseon-labs,2026-08-26T14:11:08.926376Z,STARTUP,Aseon,5
1.0,Y Combinator,https://www.ycombinator.com/companies/soria,2026-08-26T14:11:08.927401Z,STARTUP,Soria,3
1.0,Y Combinator,https://www.ycombinator.com/companies/armature,2026-08-26T14:11:08.928527Z,STARTUP,Armature,3
1.0,Y Combinator,https://www.ycombinator.com/companies/collar,2026-08-26T14:11:08.929595Z,STARTUP,Collar,2
1.0,Y Combinator,https://www.ycombinator.com/companies/plan0-ai,2026-08-26T14:11:08.930685Z,STARTUP,Plan0,4
1.0,Y Combinator,https://www.ycombinator.com/companies/zibra-labs,2026-08-26T14:11:08.931744Z,STARTUP,Zibra,2
1.0,Y Combinator,https://www.ycombinator.com/companies/ara,2026-08-26T14:11:08.932740Z,STARTUP,Ara,2
1.0,Y Combinator,https://www.ycombinator.com/companies/valctrl,2026-08-26T14:11:08.933734Z,STARTUP,Valctrl,2
1.0,Y Combinator,https://www.ycombinator.com/companies/general-instinct,2026-08-26T14:11:08.934893Z,STARTUP,General Instinct,2
1.0,Y Combinator,https://www.ycombinator.com/companies/tdaycom,2026-08-26T14:11:08.936148Z,STARTUP,Tday Com,2
1.0,Y Combinator,https://www.ycombinator.com/companies/ed1th,2026-08-26T14:11:08.937371Z,STARTUP,Ed1Th,1
1.0,Y Combinator,https://www.ycombinator.com/companies/minicor,2026-08-26T14:11:08.938461Z,STARTUP,Minicor,7
1.0,Y Combinator,https://www.ycombinator.com/companies/degla-inc,2026-08-26T14:11:08.939595Z,STARTUP,Degla,2
1.0,Y Combinator,https://www.ycombinator.com/companies/archer,2026-08-26T14:11:08.940665Z,STARTUP,Archer,4
1.0,Y Combinator,https://www.ycombinator.com/companies/river-markets,2026-08-26T14:11:08.941805Z,STARTUP,River Markets,2
1.0,Y Combinator,https://www.ycombinator.com/companies/smol-machines,2026-08-26T14:11:08.942956Z,STARTUP,Smol Machines,1
1.0,Y Combinator,https://www.ycombinator.com/companies/allowance,2026-08-26T14:11:08.943922Z,STARTUP,Allowance,1
1.0,Y Combinator,https://www.ycombinator.com/companies/runharbor,2026-08-26T14:11:08.944904Z,STARTUP,Harbor,3
1.0,Y Combinator,https://www.ycombinator.com/companies/alchemize,2026-08-26T14:11:08.945903Z,STARTUP,Alchemize,2
1.0,Y Combinator,https://www.ycombinator.com/companies/complir,2026-08-26T14:11:08.946963Z,STARTUP,Complir,13
1.0,Y Combinator,https://www.ycombinator.com/companies/aice,2026-08-26T14:11:08.948051Z,STARTUP,Aice,2
1.0,Y Combinator,https://www.ycombinator.com/companies/infera,2026-08-26T14:11:08.949150Z,STARTUP,Infera,2
1.0,Y Combinator,https://www.ycombinator.com/companies/mount,2026-08-26T14:11:08.950238Z,STARTUP,Mount,2
1.0,Y Combinator,https://www.ycombinator.com/companies/useparrot,2026-08-26T14:11:08.951220Z,STARTUP,Parrot,2
1.0,Y Combinator,https://www.ycombinator.com/companies/result,2026-08-26T14:11:08.952234Z,STARTUP,Result,2
1.0,Y Combinator,https://www.ycombinator.com/companies/textsidekick,2026-08-26T14:11:08.953341Z,STARTUP,Sidekick,1
1.0,Y Combinator,https://www.ycombinator.com/companies/prototypingio,2026-08-26T14:11:08.954441Z,STARTUP,Prototyping Io,2
1.0,Y Combinator,https://www.ycombinator.com/companies/lumius,2026-08-26T14:11:08.955453Z,STARTUP,Lumius,4
1.0,Y Combinator,https://www.ycombinator.com/companies/adialante,2026-08-26T14:11:08.956477Z,STARTUP,Adialante,4
1.0,Y Combinator,https://www.ycombinator.com/companies/savant,2026-08-26T14:11:08.957446Z,STARTUP,Savant,2
1.0,Y Combinator,https://www.ycombinator.com/companies/keyframe-labs,2026-08-26T14:11:08.958465Z,STARTUP,Keyframe,2
1.0,Y Combinator,https://www.ycombinator.com/companies/voquill,2026-08-26T14:11:08.959480Z,STARTUP,Voquill,3
1.0,Y Combinator,https://www.ycombinator.com/companies/oddpool,2026-08-26T14:11:08.960561Z,STARTUP,Oddpool,2
1.0,Y Combinator,https://www.ycombinator.com/companies/ontora,2026-08-26T14:11:08.961598Z,STARTUP,Ontora,3
1.0,Y Combinator,https://www.ycombinator.com/companies/napkin-math,2026-08-26T14:11:08.962787Z,STARTUP,Napkin Math,3
1.0,Y Combinator,https://www.ycombinator.com/companies/gojiberry-ai,2026-08-26T14:11:08.963786Z,STARTUP,Gojiberry,7
1.0,Y Combinator,https://www.ycombinator.com/companies/wondertx,2026-08-26T14:11:08.964866Z,STARTUP,Wondertx,3
1.0,Y Combinator,https://www.ycombinator.com/companies/lab0,2026-08-26T14:11:08.965861Z,STARTUP,Lab0,3
1.0,Y Combinator,https://www.ycombinator.com/companies/bentolabs-ai,2026-08-26T14:11:08.966864Z,STARTUP,Bentolabs,5
1.0,Y Combinator,https://www.ycombinator.com/companies/lamina-labs,2026-08-26T14:11:08.967971Z,STARTUP,Lamina,2
1.0,Y Combinator,https://www.ycombinator.com/companies/kimpton-ai,2026-08-26T14:11:08.969082Z,STARTUP,Kimpton,5
1.0,Y Combinator,https://www.ycombinator.com/companies/stablebrowse,2026-08-26T14:11:08.970156Z,STARTUP,Stablebrowse,3
1.0,Y Combinator,https://www.ycombinator.com/companies/taiga,2026-08-26T14:11:08.971520Z,STARTUP,Taiga,2
1.0,Y Combinator,https://www.ycombinator.com/companies/pairio,2026-08-26T14:11:08.972621Z,STARTUP,Pairio,3
1.0,Y Combinator,https://www.ycombinator.com/companies/callab-ai,2026-08-26T14:11:08.973639Z,STARTUP,Callab,7
1.0,Y Combinator,https://www.ycombinator.com/companies/synphony,2026-08-26T14:11:08.974675Z,STARTUP,Synphony,10
1.0,Y Combinator,https://www.ycombinator.com/companies/dreach,2026-08-26T14:11:08.975816Z,STARTUP,Reach,2
1.0,Y Combinator,https://www.ycombinator.com/companies/arga-labs,2026-08-26T14:11:08.977298Z,STARTUP,Arga,4
1.0,Y Combinator,https://www.ycombinator.com/companies/andco,2026-08-26T14:11:08.978295Z,STARTUP,Andco,3
1.0,Y Combinator,https://www.ycombinator.com/companies/rentahuman,2026-08-26T14:11:08.979415Z,STARTUP,Rentahuman,3
1.0,Y Combinator,https://www.ycombinator.com/companies/instaagent,2026-08-26T14:11:08.980509Z,STARTUP,Instaagent,10
1.0,Y Combinator,https://www.ycombinator.com/companies/salesgraph,2026-08-26T14:11:08.981544Z,STARTUP,Salesgraph,2
1.0,Y Combinator,https://www.ycombinator.com/companies/sherpa,2026-08-26T14:11:08.982964Z,STARTUP,Sherpa,2
1.0,Y Combinator,https://www.ycombinator.com/companies/userlens,2026-08-26T14:11:08.984198Z,STARTUP,Userlens,4
1.0,Y Combinator,https://www.ycombinator.com/companies/transload,2026-08-26T14:11:08.985345Z,STARTUP,Transload,3
1.0,Y Combinator,https://www.ycombinator.com/companies/standout,2026-08-26T14:11:08.986626Z,STARTUP,Standout,5
1.0,Y Combinator,https://www.ycombinator.com/companies/shotwellai,2026-08-26T14:11:08.987719Z,STARTUP,Shotwell,4
1.0,Y Combinator,https://www.ycombinator.com/companies/madrone,2026-08-26T14:11:08.988791Z,STARTUP,Madrone,2
1.0,Y Combinator,https://www.ycombinator.com/companies/pavoot,2026-08-26T14:11:08.989858Z,STARTUP,Pavoot,0
1.0,Y Combinator,https://www.ycombinator.com/companies/qomplement,2026-08-26T14:11:08.990850Z,STARTUP,Qomplement,7
1.0,Y Combinator,https://www.ycombinator.com/companies/deep-interactions,2026-08-26T14:11:08.991942Z,STARTUP,Deep Interactions,4
1.0,Y Combinator,https://www.ycombinator.com/companies/kelai,2026-08-26T14:11:08.992976Z,STARTUP,Kelai,3
1.0,Y Combinator,https://www.ycombinator.com/companies/hevn-inc,2026-08-26T14:11:08.994005Z,STARTUP,Hevn,8
1.0,Y Combinator,https://www.ycombinator.com/companies/wealor,2026-08-26T14:11:08.995039Z,STARTUP,Wealor,0
1.0,Y Combinator,https://www.ycombinator.com/companies/elyra,2026-08-26T14:11:08.996107Z,STARTUP,Elyra,5
1.0,Y Combinator,https://www.ycombinator.com/companies/interfaze,2026-08-26T14:11:08.997175Z,STARTUP,Interfaze,5
1.0,Y Combinator,https://www.ycombinator.com/companies/zolvo,2026-08-26T14:11:08.998259Z,STARTUP,Zolvo,3
1.0,Y Combinator,https://www.ycombinator.com/companies/juno-chat,2026-08-26T14:11:08.999478Z,STARTUP,Juno,2
1.0,Y Combinator,https://www.ycombinator.com/companies/kinro,2026-08-26T14:11:09.000681Z,STARTUP,Kinro,3
1.0,Y Combinator,https://www.ycombinator.com/companies/govguard,2026-08-26T14:11:09.001930Z,STARTUP,Govguard,0
1.0,Y Combinator,https://www.ycombinator.com/companies/superlog,2026-08-26T14:11:09.003109Z,STARTUP,Superlog,2
1.0,Y Combinator,https://www.ycombinator.com/companies/godhands,2026-08-26T14:11:09.004497Z,STARTUP,Godhands,2
1.0,Y Combinator,https://www.ycombinator.com/companies/limrun,2026-08-26T14:11:09.005664Z,STARTUP,Limrun,1
1.0,Y Combinator,https://www.ycombinator.com/companies/light-anchor,2026-08-26T14:11:09.006821Z,STARTUP,Light Anchor,2
1.0,Y Combinator,https://www.ycombinator.com/companies/hub,2026-08-26T14:11:09.007965Z,STARTUP,Hub,10
1.0,Y Combinator,https://www.ycombinator.com/companies/tenet-industries,2026-08-26T14:11:09.009070Z,STARTUP,Tenet Industries,3
1.0,Y Combinator,https://www.ycombinator.com/companies/atrisa,2026-08-26T14:11:09.010176Z,STARTUP,Atrisa,3
1.0,Y Combinator,https://www.ycombinator.com/companies/trellistech,2026-08-26T14:11:09.011196Z,STARTUP,Trellis,5
1.0,Y Combinator,https://www.ycombinator.com/companies/the-company-company,2026-08-26T14:11:09.011838Z,STARTUP,The Athletic,1
1.0,Y Combinator,https://www.ycombinator.com/companies/dayjob,2026-08-26T14:11:09.012976Z,STARTUP,Dayjob,5
1.0,Y Combinator,https://www.ycombinator.com/companies/inloop-robotics,2026-08-26T14:11:09.014145Z,STARTUP,Inloop Robotics,4
1.0,Y Combinator,https://www.ycombinator.com/companies/zenbu-2,2026-08-26T14:11:09.015385Z,STARTUP,Zenbu,1
1.0,Y Combinator,https://www.ycombinator.com/companies/nine-fives,2026-08-26T14:11:09.016512Z,STARTUP,Nine Fives,2
1.0,Y Combinator,https://www.ycombinator.com/companies/incandor,2026-08-26T14:11:09.017551Z,STARTUP,Incandor,0
1.0,Y Combinator,https://www.ycombinator.com/companies/chert,2026-08-26T14:11:09.018595Z,STARTUP,Chert,2
1.0,Y Combinator,https://www.ycombinator.com/companies/saffron,2026-08-26T14:11:09.019681Z,STARTUP,Saffron,3
1.0,Y Combinator,https://www.ycombinator.com/companies/discovered-materials,2026-08-26T14:11:09.020868Z,STARTUP,Discovered Materials,2
1.0,Y Combinator,https://www.ycombinator.com/companies/lightsprint,2026-08-26T14:11:09.022004Z,STARTUP,Lightsprint,3
1.0,Y Combinator,https://www.ycombinator.com/companies/twolabs,2026-08-26T14:11:09.023028Z,STARTUP,Twolabs,2
1.0,Y Combinator,https://www.ycombinator.com/companies/marker,2026-08-26T14:11:09.024165Z,STARTUP,Marker,3
1.0,Y Combinator,https://www.ycombinator.com/companies/scope,2026-08-26T14:11:09.025214Z,STARTUP,Scope,2
1.0,Y Combinator,https://www.ycombinator.com/companies/hexa,2026-08-26T14:11:09.026363Z,STARTUP,Hexa,3
1.0,Y Combinator,https://www.ycombinator.com/companies/palette-2,2026-08-26T14:11:09.027499Z,STARTUP,Palette,2
1.0,Y Combinator,https://www.ycombinator.com/companies/rudus,2026-08-26T14:11:09.028561Z,STARTUP,Rudus,2
1.0,Y Combinator,https://www.ycombinator.com/companies/replicas,2026-08-26T14:11:09.029629Z,STARTUP,Replicas,2
1.0,Y Combinator,https://www.ycombinator.com/companies/totalis,2026-08-26T14:11:09.030729Z,STARTUP,Totalis,0
1.0,Y Combinator,https://www.ycombinator.com/companies/multiplier,2026-08-26T14:11:09.031808Z,STARTUP,Multiplier,3
1.0,Y Combinator,https://www.ycombinator.com/companies/osmaura,2026-08-26T14:11:09.032845Z,STARTUP,Osmaura,2
1.0,Y Combinator,https://www.ycombinator.com/companies/most-robotic,2026-08-26T14:11:09.034011Z,STARTUP,Most Robotic,2
1.0,Y Combinator,https://www.ycombinator.com/companies/illume-labs,2026-08-26T14:11:09.035272Z,STARTUP,Illume,3
1.0,Y Combinator,https://www.ycombinator.com/companies/memoir,2026-08-26T14:11:09.036500Z,STARTUP,Memoir,2
1.0,Y Combinator,https://www.ycombinator.com/companies/perfectbit-inc,2026-08-26T14:11:09.037811Z,STARTUP,Perfectbit,2
1.0,Y Combinator,https://www.ycombinator.com/companies/stage,2026-08-26T14:11:09.039315Z,STARTUP,Stage,2
1.0,Y Combinator,https://www.ycombinator.com/companies/standard-signal,2026-08-26T14:11:09.040772Z,STARTUP,Standard Signal,1
1.0,Y Combinator,https://www.ycombinator.com/companies/primitive,2026-08-26T14:11:09.042138Z,STARTUP,Primitive,4
1.0,Y Combinator,https://www.ycombinator.com/companies/korso,2026-08-26T14:11:09.043388Z,STARTUP,Korso,3
1.0,Y Combinator,https://www.ycombinator.com/companies/klarify,2026-08-26T14:11:09.044611Z,STARTUP,Klarify,4
1.0,Y Combinator,https://www.ycombinator.com/companies/surtr-defense-systems,2026-08-26T14:11:09.045832Z,STARTUP,Surtr Defense,2
1.0,Y Combinator,https://www.ycombinator.com/companies/hedge,2026-08-26T14:11:09.046888Z,STARTUP,Hedge,2
1.0,Y Combinator,https://www.ycombinator.com/companies/trycardinal-ai,2026-08-26T14:11:09.048069Z,STARTUP,Cardinal,0
1.0,Y Combinator,https://www.ycombinator.com/companies/wideframe,2026-08-26T14:11:09.049305Z,STARTUP,Wideframe,2
1.0,Y Combinator,https://www.ycombinator.com/companies/martini,2026-08-26T14:11:09.050497Z,STARTUP,Martini,2
1.0,Y Combinator,https://www.ycombinator.com/companies/litmus-hiring,2026-08-26T14:11:09.051623Z,STARTUP,Litmus,3
1.0,Y Combinator,https://www.ycombinator.com/companies/condor-energy,2026-08-26T14:11:09.052890Z,STARTUP,Condor Energy,3
1.0,Y Combinator,https://www.ycombinator.com/companies/remix-3,2026-08-26T14:11:09.054079Z,STARTUP,Remix,0
1.0,Y Combinator,https://www.ycombinator.com/companies/openvector,2026-08-26T14:11:09.055273Z,STARTUP,Openvector,4
1.0,Y Combinator,https://www.ycombinator.com/companies/shofo,2026-08-26T14:11:09.056460Z,STARTUP,Shofo,4
1.0,Y Combinator,https://www.ycombinator.com/companies/wayco,2026-08-26T14:11:09.057562Z,STARTUP,Wayco,5
1.0,Y Combinator,https://www.ycombinator.com/companies/applied-electrodynamics-inc,2026-08-26T14:11:09.058910Z,STARTUP,Applied Electrodynamics,5
1.0,Y Combinator,https://www.ycombinator.com/companies/unifold,2026-08-26T14:11:09.060028Z,STARTUP,Unifold,3
1.0,Y Combinator,https://www.ycombinator.com/companies/carrot-labs,2026-08-26T14:11:09.061158Z,STARTUP,Carrot,2
1.0,Y Combinator,https://www.ycombinator.com/companies/dispatch,2026-08-26T14:11:09.062267Z,STARTUP,Dispatch,2
1.0,Y Combinator,https://www.ycombinator.com/companies/trybloom,2026-08-26T14:11:09.063364Z,STARTUP,Bloomy,3
1.0,Y Combinator,https://www.ycombinator.com/companies/aurorin-cad,2026-08-26T14:11:09.065035Z,STARTUP,Aurorin Cad,1
1.0,Y Combinator,https://www.ycombinator.com/companies/fixture,2026-08-26T14:11:09.066206Z,STARTUP,Fixture,5
1.0,Y Combinator,https://www.ycombinator.com/companies/daivin,2026-08-26T14:11:09.067314Z,STARTUP,Daivin,1
1.0,Y Combinator,https://www.ycombinator.com/companies/brumby,2026-08-26T14:11:09.068699Z,STARTUP,Brumby Formerly Grazemate,3
1.0,Y Combinator,https://www.ycombinator.com/companies/origami-robotics,2026-08-26T14:11:09.069905Z,STARTUP,Origami Robotics,5
1.0,Y Combinator,https://www.ycombinator.com/companies/ossus,2026-08-26T14:11:09.070940Z,STARTUP,Osseus,3
1.0,Y Combinator,https://www.ycombinator.com/companies/rubric-ai,2026-08-26T14:11:09.072549Z,STARTUP,Rubric,1
1.0,Y Combinator,https://www.ycombinator.com/companies/regbase,2026-08-26T14:11:09.073641Z,STARTUP,Regbase,3
1.0,Y Combinator,https://www.ycombinator.com/companies/zymbly,2026-08-26T14:11:09.074748Z,STARTUP,Zymbly,0
1.0,Y Combinator,https://www.ycombinator.com/companies/dipole-labs,2026-08-26T14:11:09.075797Z,STARTUP,Dipole,0
1.0,Y Combinator,https://www.ycombinator.com/companies/ritivel,2026-08-26T14:11:09.076977Z,STARTUP,Ritivel,3
1.0,Y Combinator,https://www.ycombinator.com/companies/polymorph,2026-08-26T14:11:09.078108Z,STARTUP,Polymorph,4
1.0,Y Combinator,https://www.ycombinator.com/companies/khotan,2026-08-26T14:11:09.079353Z,STARTUP,Khotan Formerly Pollinate,2
1.0,Y Combinator,https://www.ycombinator.com/companies/spotpay,2026-08-26T14:11:09.080433Z,STARTUP,Spotpay,2
1.0,Y Combinator,https://www.ycombinator.com/companies/poth-labs,2026-08-26T14:11:09.081564Z,STARTUP,Poth,2
1.0,Y Combinator,https://www.ycombinator.com/companies/voygr,2026-08-26T14:11:09.082651Z,STARTUP,Voygr,
1.0,Y Combinator,https://www.ycombinator.com/companies/mochacare,2026-08-26T14:11:09.083706Z,STARTUP,Mochacare,2
1.0,Y Combinator,https://www.ycombinator.com/companies/cova,2026-08-26T14:11:09.084744Z,STARTUP,Cova,2
1.0,Y Combinator,https://www.ycombinator.com/companies/vela,2026-08-26T14:11:09.085794Z,STARTUP,Vela,2
1.0,Y Combinator,https://www.ycombinator.com/companies/supafax,2026-08-26T14:11:09.087060Z,STARTUP,Supafax,2
1.0,Y Combinator,https://www.ycombinator.com/companies/talking-computers,2026-08-26T14:11:09.088388Z,STARTUP,Talking Computers,2
1.0,Y Combinator,https://www.ycombinator.com/companies/control-seat,2026-08-26T14:11:09.089667Z,STARTUP,Control Seat,2
1.0,Y Combinator,https://www.ycombinator.com/companies/copperlane,2026-08-26T14:11:09.090919Z,STARTUP,Copperlane,2
1.0,Y Combinator,https://www.ycombinator.com/companies/tsenta,2026-08-26T14:11:09.092030Z,STARTUP,Tsenta,2
1.0,Y Combinator,https://www.ycombinator.com/companies/dream,2026-08-26T14:11:09.093190Z,STARTUP,Dream,2
