schemaVersion,source.name,source.url,collectedAt,recordType,content.startupName,content.pricingModel
1.0,Y Combinator,https://www.ycombinator.com/companies/go1,2026-08-26T14:11:08.426325Z,PRODUCT,Go1,
1.0,Y Combinator,https://www.ycombinator.com/companies/coreos,2026-08-26T14:11:08.426988Z,PRODUCT,Coreos,
1.0,Y Combinator,https://www.ycombinator.com/companies/bear-flag-robotics,2026-08-26T14:11:08.427798Z,PRODUCT,Bear Flag Robotics,
1.0,Y Combinator,https://www.ycombinator.com/companies/goat-group,2026-08-26T14:11:08.428513Z,PRODUCT,Goat Group,
1.0,Y Combinator,https://www.ycombinator.com/companies/heroku,2026-08-26T14:11:08.429330Z,PRODUCT,Heroku,
1.0,Y Combinator,https://www.ycombinator.com/companies/grubmarket,2026-08-26T14:11:08.430173Z,PRODUCT,Grubmarket,
1.0,Y Combinator,https://www.ycombinator.com/companies/hellosign,2026-08-26T14:11:08.430867Z,PRODUCT,Hellosign,
1.0,Y Combinator,https://www.ycombinator.com/companies/zenefits,2026-08-26T14:11:08.431543Z,PRODUCT,Zenefits,
1.0,Y Combinator,https://www.ycombinator.com/companies/gusto,2026-08-26T14:11:08.432248Z,PRODUCT,Gusto,
1.0,Y Combinator,https://www.ycombinator.com/companies/honeylove,2026-08-26T14:11:08.433383Z,PRODUCT,Honeylove,
1.0,Y Combinator,https://www.ycombinator.com/companies/modern-fertility,2026-08-26T14:11:08.434208Z,PRODUCT,Modern Fertility,
1.0,Y Combinator,https://www.ycombinator.com/companies/cognito,2026-08-26T14:11:08.435020Z,PRODUCT,Cognito,
1.0,Y Combinator,https://www.ycombinator.com/companies/openinvest,2026-08-26T14:11:08.435816Z,PRODUCT,Openinvest,
1.0,Y Combinator,https://www.ycombinator.com/companies/mixpanel,2026-08-26T14:11:08.436517Z,PRODUCT,Mixpanel,
1.0,Y Combinator,https://www.ycombinator.com/companies/paystack,2026-08-26T14:11:08.437719Z,PRODUCT,Paystack,
1.0,Y Combinator,https://www.ycombinator.com/companies/moxion-power-co,2026-08-26T14:11:08.438439Z,PRODUCT,Moxion Power,
1.0,Y Combinator,https://www.ycombinator.com/companies/drchrono,2026-08-26T14:11:08.439530Z,PRODUCT,Drchrono,
1.0,Y Combinator,https://www.ycombinator.com/companies/omgpop,2026-08-26T14:11:08.440459Z,PRODUCT,Omgpop,
1.0,Y Combinator,https://www.ycombinator.com/companies/newfront-insurance,2026-08-26T14:11:08.441158Z,PRODUCT,Newfront,
1.0,Y Combinator,https://www.ycombinator.com/companies/north,2026-08-26T14:11:08.441922Z,PRODUCT,North,
1.0,Y Combinator,https://www.ycombinator.com/companies/nowports,2026-08-26T14:11:08.442612Z,PRODUCT,Nowports,
1.0,Y Combinator,https://www.ycombinator.com/companies/odeko,2026-08-26T14:11:08.443436Z,PRODUCT,Odeko,
1.0,Y Combinator,https://www.ycombinator.com/companies/gitprime,2026-08-26T14:11:08.444126Z,PRODUCT,Gitprime,
1.0,Y Combinator,https://www.ycombinator.com/companies/proxy,2026-08-26T14:11:08.445000Z,PRODUCT,Proxy,
1.0,Y Combinator,https://www.ycombinator.com/companies/futureadvisor,2026-08-26T14:11:08.445637Z,PRODUCT,Futureadvisor,
1.0,Y Combinator,https://www.ycombinator.com/companies/podium,2026-08-26T14:11:08.446430Z,PRODUCT,Podium,
1.0,Y Combinator,https://www.ycombinator.com/companies/rappi,2026-08-26T14:11:08.447142Z,PRODUCT,Rappi,
1.0,Y Combinator,https://www.ycombinator.com/companies/razorpay,2026-08-26T14:11:08.448082Z,PRODUCT,Razorpay,
1.0,Y Combinator,https://www.ycombinator.com/companies/rippling,2026-08-26T14:11:08.448773Z,PRODUCT,Rippling,
1.0,Y Combinator,https://www.ycombinator.com/companies/scale-ai,2026-08-26T14:11:08.449393Z,PRODUCT,Scale AI,
1.0,Y Combinator,https://www.ycombinator.com/companies/scentbird,2026-08-26T14:11:08.450247Z,PRODUCT,Scentbird,
1.0,Y Combinator,https://www.ycombinator.com/companies/scribd,2026-08-26T14:11:08.451062Z,PRODUCT,Scribd,
1.0,Y Combinator,https://www.ycombinator.com/companies/shipbob,2026-08-26T14:11:08.452200Z,PRODUCT,Shipbob,
1.0,Y Combinator,https://www.ycombinator.com/companies/smartasset,2026-08-26T14:11:08.453001Z,PRODUCT,Smartasset,
1.0,Y Combinator,https://www.ycombinator.com/companies/stripe,2026-08-26T14:11:08.453695Z,PRODUCT,Stripe,
1.0,Y Combinator,https://www.ycombinator.com/companies/wave,2026-08-26T14:11:08.454384Z,PRODUCT,Wave,
1.0,Y Combinator,https://www.ycombinator.com/companies/webflow,2026-08-26T14:11:08.455082Z,PRODUCT,Webflow,
1.0,Y Combinator,https://www.ycombinator.com/companies/whatnot,2026-08-26T14:11:08.455881Z,PRODUCT,Whatnot,
1.0,Y Combinator,https://www.ycombinator.com/companies/zapier,2026-08-26T14:11:08.456629Z,PRODUCT,Zapier,
1.0,Y Combinator,https://www.ycombinator.com/companies/zepto,2026-08-26T14:11:08.457630Z,PRODUCT,Zepto,
1.0,Y Combinator,https://www.ycombinator.com/companies/focal-systems,2026-08-26T14:11:08.458534Z,PRODUCT,Focal,
1.0,Y Combinator,https://www.ycombinator.com/companies/mio,2026-08-26T14:11:08.459322Z,PRODUCT,Mio,
1.0,Y Combinator,https://www.ycombinator.com/companies/daily,2026-08-26T14:11:08.460007Z,PRODUCT,Daily,
1.0,Y Combinator,https://www.ycombinator.com/companies/petcube,2026-08-26T14:11:08.460722Z,PRODUCT,Petcube,
